#separator:tab
#html:true
#columns:Prompt	Target	Reading	Sample	Why	Audio	Tags
#notetype:Production
#
#deck:Japanese Grammar (Strict)::05 - N1 Grammar::Production

Attention is focused exclusively on his excellence.	noun + ばかりに	かれのゆうしゅうさばかりにちゅうもくがあつまっている。	彼の優秀さばかりに注目が集まっている。	exclusive focus	[sound:6b57f6550905.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top10k source:shin-kanzen
You can't blame it solely on bad luck.	noun + ばかりに	うんのわるさばかりのせいにしてはいけない。	運の悪さばかりのせいにしてはいけない。	sole cause	[sound:79abc0e4633a.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top10k source:shin-kanzen
His harassment was terrible, I tell you.	noun + のなんのって	かれのいやがらせのなんのって、ひどいものだ。	彼の嫌がらせのなんのって、ひどいものだ。	emphatic complaint	[sound:4b5fc8986cab.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top5k source:shin-kanzen
How wonderful that movie was!	noun + のなんのって	そのえいがのおもしろさのなんのって！	その映画の面白さのなんのって！	emphatic praise	[sound:ea86cc0fa135.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top10k source:shin-kanzen
Could he be the culprit?	noun + のではあるまいか	かれがはんにんのではあるまいか。	彼が犯人のではあるまいか。	speculation	[sound:c27ab9da686e.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top10k source:shin-kanzen
Isn't this our last chance?	noun + のではあるまいか	これがさいごのきかいのではあるまいか。	これが最後の機会のではあるまいか。	rhetorical question	[sound:e63b98750896.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top5k source:shin-kanzen
Scarcely had they cried fire when everyone fled.	V + と言うが早いか	かじだというがはやいか、みなにげた。	火事だと言うが早いか、皆が逃げた。	immediate consequence	[sound:5af703568787.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top5k source:shin-kanzen
As soon as it started, a problem arose.	V + と言うが早いか	かいしだというがはやいか、もんだいがおきた。	開始だと言うが早いか、問題が起きた。	quick reaction	[sound:c07b92fd9d4d.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top10k source:shin-kanzen
As though he'd lost his mind, he ran away.	V-た + とばかりに	かれはきがくるったとばかりにはしりさった。	彼は気が狂ったとばかりに走り去った。	as if	[sound:047c83e1a40e.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top5k source:shin-kanzen
As though victorious, he expressed his joy.	V-た + とばかりに	かったとばかりによろこびをひょうげんした。	勝ったとばかりに喜びを表現した。	presumption	[sound:1b713ab00323.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top10k source:shin-kanzen
I thought he was a superior, but he turned out to be a junior.	noun + とは思いきや	じょうしだとおもいきや、こうはいだった。	上司だと思いきや、後輩だった。	reversal	[sound:dc6cb4ca3195.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top10k source:shin-kanzen
I thought it was easy, but it turned out to be very difficult.	adj + とは思いきや	かんたんだとおもいきや、ひじょうにむずかしかった。	簡単だと思いきや、非常に難しかった。	expectation reversal	[sound:e83d086e7cd1.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top10k source:shin-kanzen
How wonderful that movie was!	のなんのって emphatic	そのえいがのおもしろさのなんのって。	その映画の面白さのなんのって。	emphatic praise	[sound:cbbe7e76eb9e.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top10k source:shin-kanzen
His harassment was terrible, I tell you.	のなんのって	かれのいやがらせのなんのって。	彼の嫌がらせのなんのって。	emphatic complaint	[sound:125bfa6de58a.mp3]	module:05-n1 jlpt:n1 point:のなんのって complexity:standard frequency:top5k source:shin-kanzen
