#separator:tab
#html:true
#columns:Text	Reading	Hint	Audio	Tags
#notetype:Cloze
#deck:Japanese Grammar::06 - Keigo::Cloze
先生がお部屋に{{c1::いらっしゃいます}}。	いらっしゃいます	honorific: teacher is in the room	[sound:4f4c3bdce9f8.mp3]	module:06-keigo point:keigo complexity:intro frequency:top1k source:dictionary-of-jp-grammar
どうぞこのケーキを{{c1::召し上がってください}}。	めしあがってください	honorific eating: please have cake	[sound:5c03ea4a3840.mp3]	module:06-keigo point:keigo complexity:intro frequency:top5k source:dictionary-of-jp-grammar
この論文をお{{c1::読みになりましたか}}。	よみになりましたか	honorific reading: did you read paper	[sound:238cb9eaba5e.mp3]	module:06-keigo point:keigo complexity:intro frequency:top10k source:dictionary-of-jp-grammar
先生が重要なことを{{c1::おっしゃいました}}。	おおせになりました	honorific speaking: teacher said	[sound:2bb928e1fa1a.mp3]	module:06-keigo point:keigo complexity:intro frequency:top10k source:dictionary-of-jp-grammar
親切にお{{c1::助けになりました}}。	たすけになりました	honorific helping: kindly helped	[sound:821135dea984.mp3]	module:06-keigo point:keigo complexity:intro frequency:low source:dictionary-of-jp-grammar
私が明日{{c1::伺わせていただきます}}。	うかがわせていただきます	humble visiting: I will visit tomorrow	[sound:96fb6ad52f7f.mp3]	module:06-keigo point:keigo complexity:intro frequency:top1k source:dictionary-of-jp-grammar
このご指摘を{{c1::申し上げさせていただきます}}。	もうしあげさせていただきます	humble: I humbly point out	[sound:b4f23ebde533.mp3]	module:06-keigo point:keigo complexity:intro frequency:low source:dictionary-of-jp-grammar
その件について私が{{c1::いたしましょう}}。	いたしましょう	humble doing: I will humbly handle	[sound:aa8a1d25249e.mp3]	module:06-keigo point:keigo complexity:intro frequency:top10k source:dictionary-of-jp-grammar
貴重なご著作を{{c1::拝見させていただきました}}。	はいけんさせていただきました	humble viewing: I humbly viewed	[sound:e69e98565825.mp3]	module:06-keigo point:keigo complexity:intro frequency:top10k source:dictionary-of-jp-grammar
{{c1::承知させていただきます}}。	{{c1::しょうちさせていただきます}}。	humble: I will humbly accept	[sound:c7b9f8efee42.mp3]	module:06-keigo point:keigo complexity:intro frequency:top5k source:dictionary-of-jp-grammar
このご提案は{{c1::ございますでしょうか}}。	このごていあんは{{c1::ございますでしょうか}}。	formal: is there this proposal	[sound:9fe62c101cd4.mp3]	module:06-keigo point:keigo complexity:intro frequency:top10k source:dictionary-of-jp-grammar
こちらの製品は品質が{{c1::でございます}}。	こちらのせいひんはひんしつが{{c1::でございます}}。	formal copula: is of quality	[sound:e71e21d7fe60.mp3]	module:06-keigo point:keigo complexity:intro frequency:low source:dictionary-of-jp-grammar
お忙しいところ{{c1::よろしいでしょうか}}。	おいそがしいところ{{c1::よろしいでしょうか}}。	formal question: is that okay	[sound:b5bcac7949aa.mp3]	module:06-keigo point:keigo complexity:intro frequency:top1k source:dictionary-of-jp-grammar
クライアントがご来社{{c1::になりました}}。	くらいあんとがごらいしゃ{{c1::になりました}}。	honorific: client came	[sound:969abf78685c.mp3]	module:06-keigo point:keigo complexity:intro frequency:top10k source:dictionary-of-jp-grammar
